time_sec,lat_deg,lon_deg,alt_agl_m,u_mps,v_mps,w_mps,true_airspeed_mps,ground_speed_mps,pitch_deg,roll_deg,yaw_deg,p_rad_sec,q_rad_sec,r_rad_sec,ax_mps2,ay_mps2,az_mps2,alpha_deg,beta_deg,qbar_pa,thrust_n,mach
27.383000000,40.248553466,139.984933858,3462.965207,32.359730,0.000000,3.880938,46.692326,32.359730,-6.838882,0.000000,-73.921354,0.000000,0.000000,0.000000,-53.385663,0.000000,5.365121,0.000000,0.000000,0.000000,0.000000,0.000000
27.393000000,40.248554264,139.984930232,3462.926103,31.832480,0.000000,3.934528,46.171458,31.832480,-7.046082,0.000000,-73.927835,0.000000,0.000000,0.000000,-52.190541,0.000000,5.353984,0.000000,0.000000,0.000000,0.000000,0.000000
27.403000000,40.248555049,139.984926664,3462.886464,31.316960,0.000000,3.988008,45.662474,31.316960,-7.257179,0.000000,-73.934384,0.000000,0.000000,0.000000,-51.035448,0.000000,5.343179,0.000000,0.000000,0.000000,0.000000,0.000000
27.413000000,40.248555820,139.984923153,3462.846290,30.812779,0.000000,4.041382,45.164986,30.812779,-7.472220,0.000000,-73.941000,0.000000,0.000000,0.000000,-49.918621,0.000000,5.332688,0.000000,0.000000,0.000000,0.000000,0.000000
27.423000000,40.248556579,139.984919699,3462.805583,30.319563,0.000000,4.094652,44.678623,30.319563,-7.691253,0.000000,-73.947687,0.000000,0.000000,0.000000,-48.838396,0.000000,5.322498,0.000000,0.000000,0.000000,0.000000,0.000000
27.433000000,40.248557325,139.984916299,3462.764344,29.836956,0.000000,4.147823,44.203027,29.836956,-7.914323,0.000000,-73.954444,0.000000,0.000000,0.000000,-47.793197,0.000000,5.312592,0.000000,0.000000,0.000000,0.000000,0.000000
27.443000000,40.248558059,139.984912954,3462.722574,29.364615,0.000000,4.200895,43.737859,29.364615,-8.141480,0.000000,-73.961274,0.000000,0.000000,0.000000,-46.781534,0.000000,5.302959,0.000000,0.000000,0.000000,0.000000,0.000000
27.453000000,40.248558782,139.984909661,3462.680273,28.902213,0.000000,4.253873,43.282793,28.902213,-8.372770,0.000000,-73.968176,0.000000,0.000000,0.000000,-45.801992,0.000000,5.293584,0.000000,0.000000,0.000000,0.000000,0.000000
27.463000000,40.248559492,139.984906420,3462.637444,28.449436,0.000000,4.306759,42.837517,28.449436,-8.608241,0.000000,-73.975153,0.000000,0.000000,0.000000,-44.853234,0.000000,5.284457,0.000000,0.000000,0.000000,0.000000,0.000000
27.473000000,40.248560192,139.984903229,3462.594086,28.005984,0.000000,4.359554,42.401731,28.005984,-8.847942,0.000000,-73.982206,0.000000,0.000000,0.000000,-43.933989,0.000000,5.275564,0.000000,0.000000,0.000000,0.000000,0.000000
27.483000000,40.248560880,139.984900088,3462.550200,27.571567,0.000000,4.412262,41.975149,27.571567,-9.091920,0.000000,-73.989336,0.000000,0.000000,0.000000,-43.043052,0.000000,5.266895,0.000000,0.000000,0.000000,0.000000,0.000000
27.493000000,40.248561557,139.984896995,3462.505788,27.145909,0.000000,4.464884,41.557495,27.145909,-9.340224,0.000000,-73.996544,0.000000,0.000000,0.000000,-42.179279,0.000000,5.258439,0.000000,0.000000,0.000000,0.000000,0.000000
27.503000000,40.248562223,139.984893950,3462.460850,26.728745,0.000000,4.517423,41.148505,26.728745,-9.592902,0.000000,-74.003831,0.000000,0.000000,0.000000,-41.341582,0.000000,5.250187,0.000000,0.000000,0.000000,0.000000,0.000000
27.513000000,40.248562879,139.984890952,3462.415387,26.319819,0.000000,4.569880,40.747926,26.319819,-9.850002,0.000000,-74.011200,0.000000,0.000000,0.000000,-40.528930,0.000000,5.242128,0.000000,0.000000,0.000000,0.000000,0.000000
27.523000000,40.248563525,139.984887999,3462.369400,25.918886,0.000000,4.622258,40.355515,25.918886,-10.111573,0.000000,-74.018652,0.000000,0.000000,0.000000,-39.740339,0.000000,5.234253,0.000000,0.000000,0.000000,0.000000,0.000000
27.533000000,40.248564160,139.984885091,3462.322890,25.525711,0.000000,4.674558,39.971037,25.525711,-10.377661,0.000000,-74.026187,0.000000,0.000000,0.000000,-38.974875,0.000000,5.226554,0.000000,0.000000,0.000000,0.000000,0.000000
27.543000000,40.248564786,139.984882226,3462.275857,25.140068,0.000000,4.726782,39.594267,25.140068,-10.648317,0.000000,-74.033807,0.000000,0.000000,0.000000,-38.231648,0.000000,5.219022,0.000000,0.000000,0.000000,0.000000,0.000000
27.553000000,40.248565402,139.984879405,3462.228302,24.761739,0.000000,4.778932,39.224990,24.761739,-10.923587,0.000000,-74.041515,0.000000,0.000000,0.000000,-37.509812,0.000000,5.211650,0.000000,0.000000,0.000000,0.000000,0.000000
27.563000000,40.248566008,139.984876626,3462.180227,24.390515,0.000000,4.831008,38.862997,24.390515,-11.203518,0.000000,-74.049311,0.000000,0.000000,0.000000,-36.808559,0.000000,5.204430,0.000000,0.000000,0.000000,0.000000,0.000000
27.573000000,40.248566605,139.984873889,3462.131630,24.026193,0.000000,4.883014,38.508089,24.026193,-11.488159,0.000000,-74.057197,0.000000,0.000000,0.000000,-36.127120,0.000000,5.197353,0.000000,0.000000,0.000000,0.000000,0.000000
27.583000000,40.248567193,139.984871192,3462.082515,23.668580,0.000000,4.934949,38.160073,23.668580,-11.777557,0.000000,-74.065175,0.000000,0.000000,0.000000,-35.464761,0.000000,5.190414,0.000000,0.000000,0.000000,0.000000,0.000000
27.593000000,40.248567772,139.984868535,3462.032880,23.317489,0.000000,4.986816,37.818762,23.317489,-12.071757,0.000000,-74.073246,0.000000,0.000000,0.000000,-34.820782,0.000000,5.183606,0.000000,0.000000,0.000000,0.000000,0.000000
27.603000000,40.248568342,139.984865917,3461.982727,22.972740,0.000000,5.038615,37.483980,22.972740,-12.370806,0.000000,-74.081413,0.000000,0.000000,0.000000,-34.194515,0.000000,5.176922,0.000000,0.000000,0.000000,0.000000,0.000000
27.613000000,40.248568903,139.984863338,3461.932056,22.634160,0.000000,5.090348,37.155553,22.634160,-12.674750,0.000000,-74.089676,0.000000,0.000000,0.000000,-33.585321,0.000000,5.170356,0.000000,0.000000,0.000000,0.000000,0.000000
27.623000000,40.248569456,139.984860797,3461.880868,22.301580,0.000000,5.142016,36.833316,22.301580,-12.983633,0.000000,-74.098039,0.000000,0.000000,0.000000,-32.992592,0.000000,5.163902,0.000000,0.000000,0.000000,0.000000,0.000000
27.633000000,40.248570000,139.984858293,3461.829164,21.974839,0.000000,5.193620,36.517108,21.974839,-13.297501,0.000000,-74.106501,0.000000,0.000000,0.000000,-32.415744,0.000000,5.157555,0.000000,0.000000,0.000000,0.000000,0.000000
27.643000000,40.248570536,139.984855826,3461.776945,21.653783,0.000000,5.245161,36.206775,21.653783,-13.616396,0.000000,-74.115067,0.000000,0.000000,0.000000,-31.854221,0.000000,5.151308,0.000000,0.000000,0.000000,0.000000,0.000000
27.653000000,40.248571064,139.984853394,3461.724210,21.338259,0.000000,5.296640,35.902169,21.338259,-13.940361,0.000000,-74.123736,0.000000,0.000000,0.000000,-31.307490,0.000000,5.145157,0.000000,0.000000,0.000000,0.000000,0.000000
27.663000000,40.248571584,139.984850998,3461.670960,21.028124,0.000000,5.348058,35.603145,21.028124,-14.269438,0.000000,-74.132513,0.000000,0.000000,0.000000,-30.775041,0.000000,5.139097,0.000000,0.000000,0.000000,0.000000,0.000000
27.673000000,40.248572096,139.984848636,3461.617197,20.723238,0.000000,5.399416,35.309565,20.723238,-14.603669,0.000000,-74.141397,0.000000,0.000000,0.000000,-30.256386,0.000000,5.133123,0.000000,0.000000,0.000000,0.000000,0.000000
27.683000000,40.248572601,139.984846309,3461.562921,20.423464,0.000000,5.450715,35.021295,20.423464,-14.943092,0.000000,-74.150393,0.000000,0.000000,0.000000,-29.751058,0.000000,5.127229,0.000000,0.000000,0.000000,0.000000,0.000000
27.693000000,40.248573098,139.984844015,3461.508132,20.128672,0.000000,5.501955,34.738206,20.128672,-15.287747,0.000000,-74.159501,0.000000,0.000000,0.000000,-29.258609,0.000000,5.121413,0.000000,0.000000,0.000000,0.000000,0.000000
27.703000000,40.248573587,139.984841753,3461.452831,19.838736,0.000000,5.553138,34.460171,19.838736,-15.637671,0.000000,-74.168724,0.000000,0.000000,0.000000,-28.778610,0.000000,5.115668,0.000000,0.000000,0.000000,0.000000,0.000000
27.713000000,40.248574069,139.984839525,3461.397018,19.553534,0.000000,5.604263,34.187072,19.553534,-15.992899,0.000000,-74.178065,0.000000,0.000000,0.000000,-28.310651,0.000000,5.109992,0.000000,0.000000,0.000000,0.000000,0.000000
27.723000000,40.248574544,139.984837328,3461.340695,19.272946,0.000000,5.655332,33.918789,19.272946,-16.353467,0.000000,-74.187525,0.000000,0.000000,0.000000,-27.854335,0.000000,5.104379,0.000000,0.000000,0.000000,0.000000,0.000000
27.733000000,40.248575012,139.984835163,3461.283861,18.996860,0.000000,5.706345,33.655211,18.996860,-16.719406,0.000000,-74.197108,0.000000,0.000000,0.000000,-27.409286,0.000000,5.098827,0.000000,0.000000,0.000000,0.000000,0.000000
27.743000000,40.248575473,139.984833028,3461.226517,18.725164,0.000000,5.757303,33.396228,18.725164,-17.090749,0.000000,-74.206815,0.000000,0.000000,0.000000,-26.975140,0.000000,5.093331,0.000000,0.000000,0.000000,0.000000,0.000000
27.753000000,40.248575927,139.984830924,3461.168664,18.457751,0.000000,5.808207,33.141734,18.457751,-17.467525,0.000000,-74.216649,0.000000,0.000000,0.000000,-26.551548,0.000000,5.087887,0.000000,0.000000,0.000000,0.000000,0.000000
27.763000000,40.248576375,139.984828850,3461.110302,18.194517,0.000000,5.859056,32.891627,18.194517,-17.849761,0.000000,-74.226613,0.000000,0.000000,0.000000,-26.138176,0.000000,5.082493,0.000000,0.000000,0.000000,0.000000,0.000000
27.773000000,40.248576815,139.984826805,3461.051432,17.935362,0.000000,5.909851,32.645807,17.935362,-18.237482,0.000000,-74.236710,0.000000,0.000000,0.000000,-25.734703,0.000000,5.077144,0.000000,0.000000,0.000000,0.000000,0.000000
